Gene	A.1	A.2	A.3	B.1	B.2	B.3	C.1	C.2	C.3	D.1	D.2	D.3	E.1	E.2	E.3
Olfr136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1371	0	0	0	1	0	1	2	2	0	0	0	0	0	0	0
Olfr1372-ps1	0	0	1	1	1	1	3	3	1	2	0	1	0	0	0
Olfr1373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1378	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Olfr138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1391	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Olfr1392	3	0	1	0	0	0	1	1	0	0	1	1	1	0	0
Olfr1393	4	1	0	3	0	0	0	1	5	1	1	2	5	0	1
Olfr1394	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Olfr1395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1396	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
Olfr140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1415	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Olfr1416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1418	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Olfr1419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1420	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Olfr1423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1444	0	1	1	2	2	0	4	4	4	5	1	2	0	1	1
Olfr1445	0	0	0	0	0	0	2	0	0	0	2	0	0	0	1
Olfr1446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1447	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Olfr1448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1487	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Olfr1489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1507	9	27	39	64	45	51	7	4	1	0	1	11	0	1	11
Olfr1508	2	0	2	2	1	0	0	0	0	0	0	0	0	0	1
Olfr1509	1	2	0	2	1	1	0	0	0	0	1	0	1	0	0
Olfr151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1510	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Olfr1511	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1532-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr154	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Olfr155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr156	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Olfr157	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Olfr159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr164	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Olfr165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr172	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Olfr173	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr175-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr18	0	0	1	0	0	0	1	1	0	0	0	1	0	1	0
Olfr180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr212	0	3	13	0	0	13	7	3	1	0	3	11	0	0	9
Olfr213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr215	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Olfr218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr221	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0
Olfr222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr237-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr239	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Olfr24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr259	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Olfr26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr266	1	0	0	1	1	0	0	1	0	0	0	0	0	1	1
Olfr267	2	2	2	0	0	1	2	1	3	0	2	0	0	4	2
Olfr27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr270	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Olfr272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr282	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Olfr283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr286	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Olfr287	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Olfr288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr29-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr294	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Olfr295	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Olfr297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr311	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Olfr312	0	0	2	0	0	1	2	0	0	0	0	0	0	0	0
Olfr313	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
Olfr314	1	0	1	0	0	1	2	3	0	0	0	5	1	0	0
Olfr315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Olfr316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr32	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Olfr320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr323	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr329-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Olfr33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr344	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Olfr345	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Olfr346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr353	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Olfr354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr355	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Olfr356	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Olfr357	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Olfr358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr365	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Olfr366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr367-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr373	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Olfr374	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
Olfr376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Olfr390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr391-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr399	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Olfr401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr417	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Olfr418-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr421-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr433	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Olfr434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr45	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Olfr450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr461	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Olfr462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr467	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Olfr469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
